2025-07-26 00:02:45.535 [main] INFO  [5f06d697-9e9e-473c-9350-66d0decbe659] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 00:02:45.538 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 00:02:45.557 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:02:45.623 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 63.00ms
2025-07-26 00:02:45.626 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:02:45.629 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 1.00ms
2025-07-26 00:02:45.630 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:02:45.638 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 7.00ms
2025-07-26 00:02:45.639 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:02:45.639 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 00:02:45.640 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:02:45.640 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 00:02:45.640 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:02:45.643 [main] INFO  [f9c3447c-2e5c-46d2-9911-cfaf89f2a328] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 3.00ms
2025-07-26 00:02:45.646 [main] INFO  [2263bca4-343e-4aa3-b663-e1365208c3f9] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 00:02:45.647 [main] INFO  [a4aa4c45-b3ad-4d6a-9082-1b7e0cfa1bf8] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 00:02:45.650 [main] INFO  [a4aa4c45-b3ad-4d6a-9082-1b7e0cfa1bf8] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:02:45.651 [main] INFO  [a4aa4c45-b3ad-4d6a-9082-1b7e0cfa1bf8] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 00:02:45.654 [main] INFO  [a4aa4c45-b3ad-4d6a-9082-1b7e0cfa1bf8] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:02:45.654 [main] INFO  [a4aa4c45-b3ad-4d6a-9082-1b7e0cfa1bf8] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 00:02:45.657 [main] INFO  [a4aa4c45-b3ad-4d6a-9082-1b7e0cfa1bf8] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 00:02:45.657 [main] INFO  [a4aa4c45-b3ad-4d6a-9082-1b7e0cfa1bf8] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
